"player","pos","exp","num","hgt","team","conf","g","min","mpg","ppg","oreb","dreb","rpg","apg","tov","ast_to","spg","bpg","usg","ortg","efg","ts","year","id","fgm","ftm","fta","ft_pct","two_m","two_a","two_pct","three_m","three_a","three_pct","dunk_m","dunk_a","dunk_pct","rim_m","rim_a","rim_pct","mid_m","mid_a","mid_pct","porpag","dporpag","adj_oe","drtg","adj_de","stops","obpm","dbpm","bpm","oreb_rate","dreb_rate","ast","to","blk","stl","ftr","pfr","rec","pick","fga","fg_pct"
"Jason Asemota","PF/C","Fr",5,"6-9","Baylor","B12",23,9.8,6.2625,1.5833,0.4583,1,1.4583,0.2083,0.12500000300048,1.66639996,0.2917,0.1667,15.5,96.9,37.5,38.94,2025,127160,11,4,8,0.5,6,14,0.429,5,22,0.227,2,2,1,4,11,0.3636,2,3,0.6667,0.160141,0.732382,97.6804,103.085,95.6439,26.0948,-2.97621,2.38942,-0.58679,7.7,15.8,6.4,8.7,3.7,2.7,22.2,7.1,90.8,NA,36,0.305555555555556
"Bessanty Saragba","C","Jr",5,"6-10","Texas St.","SB",21,10.8,7.7174,0.9565,0.3478,0.6087,0.9565,0.3043,0.478299986985462,0.6362116,0.087,0.1739,8.5,52.9,18.2,27.13,2025,127161,2,3,4,0.75,2,10,0.2,0,1,0,0,1,0,1,4,0.25,1,6,0.1667,-1.01679,0.341667,42.9262,112.5,116.035,18.9229,-8.59611,-1.52759,-10.1237,3.6,9.5,3.6,42.4,3.4,0.9,36.4,6,NA,NA,11,0.181818181818182
"Dylan Williams","Combo G","Jr",2,"5-11","Penn","Ivy",25,39.5,17.148,4.36,0.16,1,1.16,1.24,1.08000003588387,1.14814811,0.36,0.04,17.6,85.9,42.2,45.09,2025,127162,35,17,25,0.68,13,41,0.317,22,68,0.324,1,1,1,12,28,0.4286,1,13,0.0769,-0.417608,0.73449,82.7609,118.506,119.436,58.0493,-4.55217,-3.31321,-7.86538,1,6.7,13.6,21.2,0.3,1.2,22.9,2.8,NA,NA,109,0.321100917431193
"Jake Lemelman","Combo G","Fr",11,"6-2","Mercyhurst","NEC",27,35.1,15.49,5.4333,0.2,1.2667,1.4667,1.2,0.799999978666667,1.50000004,0.6333,0.0333,19.6,92.7,46.7,48.13,2025,127164,43,9,12,0.75,17,49,0.347,26,71,0.366,1,1,1,9,18,0.5,8,31,0.2581,-0.0365525,0.682888,89.0552,111.045,118.253,61.1361,-1.97222,-2.52605,-4.49828,1.6,12.2,15.6,15.1,0,2.2,10,2.5,NA,NA,120,0.358333333333333
"Qadir Martin","PF/C","Fr",2,"6-5","Mercyhurst","NEC",11,6.8,7.0714,2.5714,0.5,1.2143,1.7143,0.2143,0.0909090870525989,2.3573001,0.2143,0.4286,8.1,173.1,83.3,84.94,2025,127165,10,2,2,1,10,12,0.833,0,0,0,0,0,NA,10,12,0.8333,0,0,NA,1.33103,0.5851,144.842,103.876,107.575,15.9381,1.02432,1.77115,2.79547,3.3,23.4,6,0,10,1.6,16.7,3.6,NA,NA,12,0.833333333333333
"Deshaun Jackson Jr.","Pure PG","Fr",0,"6-2","Mercyhurst","NEC",22,21.9,12.7208,3.25,0.3333,1.0833,1.4167,1.5417,0.791700001437354,1.94732853,0.875,0.5,18.5,86,42.5,42.59,2025,127166,21,5,12,0.417,18,47,0.383,3,6,0.5,0,0,NA,6,21,0.2857,12,26,0.4615,-0.290387,0.692533,82.2411,106.638,113.802,46.0924,-3.50776,0.328253,-3.17951,3.6,11.2,26.3,23.1,3.6,3.5,22.6,4.2,NA,NA,53,0.39622641509434
"Brayden Crump","Wing F","Fr",14,"6-8","Elon","CAA",29,36.3,15.6548,4.3548,1.0323,2.0645,3.0968,0.2903,0.2903,1,0.3548,0.0968,13.8,113.9,46.9,51.27,2025,127167,42,27,38,0.711,34,62,0.548,8,36,0.222,6,6,1,24,36,0.6667,10,26,0.3846,0.677421,1.05487,102.35,109.741,112.204,71.7054,-1.60302,-1.42338,-3.0264,7.3,12.5,3.1,8.9,0.8,1.4,38.8,3.1,NA,NA,98,0.428571428571429
"Renars Sondors","PF/C","Fr",22,"6-9","Louisiana Monroe","SB",8,7.4,13.96,5.8,1.1,2.7,3.8,0.8,1.299999926875,0.61538465,0.2,0.1,22.8,89.3,50,51.81,2025,127168,11,4,6,0.667,4,5,0.8,7,24,0.292,0,0,NA,3,4,0.75,1,1,1,0.143039,0.586117,93.4433,116.157,116.765,12.8462,-1.66743,-2.45155,-4.11898,4.8,14,12.2,25.9,0,0.7,20.7,3.6,NA,NA,29,0.379310344827586
"Aleksandar Gavalyugov","Pure PG","Fr",7,NA,"Villanova","BE",4,1.3,4.75,2,0,0,0,0.25,0.25,1,0.5,0,18.4,119.4,66.7,66.67,2025,127170,3,0,0,0,1,3,0.333,2,3,0.667,0,0,NA,0,1,0,1,2,0.5,0.337864,0.430578,110.278,102.531,105.656,3.75338,3.23972,5.17172,8.41144,0,0,10.9,18.1,0,6.6,0,2.1,NA,NA,6,0.5
"Tate McCubbin","Wing F","Fr",0,"6-8","Austin Peay","ASun",29,63.1,26.4935,10.6129,1.0645,3.6452,4.7097,0.5484,0.483900022408171,1.13329195,1.3548,0.3871,17.4,115.3,56,56.77,2025,127171,106,28,45,0.622,39,75,0.52,67,174,0.385,7,8,0.875,33,58,0.569,6,17,0.3529,1.61839,2.14911,107.073,109.029,108.814,148.606,1.69431,-0.516163,1.17815,4,16.9,4.5,6.5,1.5,2.9,18.1,2.8,NA,NA,249,0.42570281124498
"Brian Amuneke","Wing G","Fr",21,"6-4","Fresno St.","MWC",29,46.9,21.2483,7.7241,0.5172,2.0345,2.5517,0.4483,0.930999983905309,0.48152525,0.7931,0.0345,17.4,104.1,52.6,55.34,2025,127172,73,43,64,0.672,38,86,0.442,35,86,0.407,1,1,1,27,55,0.4909,11,31,0.3548,0.961181,1.56512,103.153,113.072,109.919,101.043,-0.676732,-0.561858,-1.23859,2.6,10.7,4.4,14.2,0.2,2.1,37.2,3.7,NA,NA,172,0.424418604651163
"Kai Johnson","Wing G","Jr",1,"6-4","Montana","BSky",32,60.9,24.44,11.1714,0.4,2.6571,3.0571,1.8,1.51430002730535,1.18866801,1.2571,0.5429,22.8,105.6,53.3,56.72,2025,127173,115,77,113,0.681,90,161,0.559,25,78,0.321,3,3,1,60,83,0.7229,30,78,0.3846,1.51713,1.94531,107.74,109.182,108.753,140.104,0.0377371,0.121318,0.159055,1.7,12.9,13.5,15.3,2,2.7,47.3,4.1,NA,NA,239,0.481171548117155
"Ronnie Harrison Jr.","Wing G","So",3,"6-6","Tarleton St.","WAC",7,14.1,24.1125,10.625,1.75,2.375,4.125,0.875,2.74999998428571,0.31818182,1.375,0.125,27.6,88.6,44.9,51.14,2025,127174,26,19,24,0.792,25,55,0.455,1,4,0.25,5,6,0.8333,23,38,0.6053,2,17,0.1176,0.790762,2.52541,99.5238,104.621,100.658,28.9716,-2.79292,-0.115696,-2.90861,7.1,13.6,8.6,23.7,0.8,2.9,40.7,4.4,NA,NA,59,0.440677966101695
"Eric Michaels","C","Fr",25,"6-9","American","Pat",27,22,11.3172,3.2414,0.8276,1.7241,2.5517,0.2759,0.689699996750236,0.400029,0.2069,0.5172,19.5,89.5,49.3,48.6,2025,127176,34,12,28,0.429,34,69,0.493,0,0,0,1,3,0.3333,19,38,0.5,15,31,0.4839,-0.13772,0.877907,86.108,104.26,108.377,52.0033,-5.79699,-0.679394,-6.47638,8.7,17.1,4.4,19.8,5.2,1.3,40.6,5.4,NA,NA,69,0.492753623188406
"Julen Iturbe","Wing F","Fr",32,"6-6","American","Pat",24,12.4,7.8423,2.6923,0.4615,0.8846,1.3462,0.2692,0.576900010648648,0.46663199,0.3077,0.1154,19.9,84.8,50,50.1,2025,127177,18,2,4,0.5,6,15,0.4,12,33,0.364,0,0,NA,4,7,0.5714,2,8,0.25,-0.178308,0.574179,82.2134,103.805,107.416,29.9246,-4.85307,-0.741549,-5.59462,5.4,14.4,1.3,22.8,2.1,2.6,8.3,6.3,NA,NA,48,0.375
"Wyatt Nausadis","Combo G","Fr",7,"6-4","American","Pat",33,29.8,12.4629,3.0571,0.2857,0.8571,1.1429,0.8857,0.628600011677752,1.40900411,0.6,0,18.7,87.1,38.4,41.35,2025,127178,33,13,17,0.765,16,41,0.39,17,67,0.254,0,0,NA,14,23,0.6087,2,18,0.1111,-0.29047,0.890953,82.7615,106.416,110.254,64.2651,-5.00009,-0.303507,-5.30359,2.9,9.6,13.5,15.2,0,2.8,15.7,3.8,NA,NA,108,0.305555555555556
"Damarion Walkup","Wing G","So",3,"6-3","Southeast Missouri St.","OVC",24,20.8,11.637,3.2963,0.3704,1.1481,1.5185,0.4444,0.703699981344983,0.63151913,0.4444,0.0741,15.8,77.8,38,41.55,2025,127179,16,9,13,0.692,7,23,0.304,9,31,0.29,1,1,1,1,6,0.1667,6,17,0.3529,-0.672159,0.859357,71.124,103.71,107.929,38.3426,-4.76998,-0.852826,-5.6228,3.4,10.6,6.7,23.5,0.4,1.6,24.1,2.5,NA,NA,54,0.296296296296296
"Madiba Owona","Wing G","Fr",4,"6-4","Utah Tech","WAC",20,34.1,21.255,7.95,0.6,1.5,2.1,1.45,1.39999992662069,1.03571434,0.5,0.3,22.1,94,48.3,49.55,2025,127180,65,14,22,0.636,50,99,0.505,15,51,0.294,10,10,1,33,49,0.6735,17,50,0.34,0.579203,0.870498,97.6813,114.67,119.903,60.2473,-2.07573,-2.74637,-4.8221,3.2,8.6,15.6,17.4,1.5,1.4,14.7,4.9,NA,NA,150,0.433333333333333
"Simon Hildebrandt","PF/C","Jr",10,"6-9","High Point","BSth",25,25.4,13.456,5.52,0.84,2.2,3.04,0.4,0.999999975000001,0.40000001,0.16,0.2,21.3,108.6,55.8,58.61,2025,127181,48,23,31,0.742,29,47,0.617,19,56,0.339,3,3,1,26,36,0.7222,3,11,0.2727,0.831675,1.19529,107.68,105.074,106.052,58.6965,-1.36275,-1.06607,-2.42882,7.9,18.5,5.3,20.8,1.6,0.7,30.1,7.3,NA,NA,103,0.466019417475728
"Quin Gorman","Stretch 4","Fr",15,"6-8","Stony Brook","CAA",23,12.1,6.5333,1.3333,0.4583,0.875,1.3333,0.2083,0.12500000300048,1.66639996,0.3333,0.0833,12.8,94.9,43.1,41.16,2025,127182,10,2,8,0.25,5,11,0.455,5,18,0.278,1,2,0.5,2,7,0.2857,3,4,0.75,-0.131752,0.360439,83.9611,114.204,115.863,25.576,-2.9652,-1.53926,-4.50446,8.4,14.9,4,9.6,0.8,2.5,27.6,3.2,NA,NA,29,0.344827586206897
"Jaylen Jones","Wing G","Jr",14,"5-11","Texas St.","SB",7,2,4.4111,1.4444,0.1111,0.2222,0.3333,0.3333,0.222200010369334,1.49999993,0.1111,0.1111,9.3,91.1,50,58.39,2025,127183,1,2,3,0.667,1,1,1,0,1,0,1,1,1,1,1,1,0,0,NA,-0.176101,0.136774,75.0386,113.776,120.33,3.19968,-5.75698,-2.04953,-7.80651,0,9.5,0,26.9,4.7,0,150,6.6,NA,NA,2,0.5
"Veniamin Abosi","Wing F","Fr",14,"6-6","San Francisco","WCC",29,27.9,12.7767,2.4,0.4667,1.6667,2.1333,0.8,0.733299959630004,1.09095874,0.2667,0.3,14.4,87.1,43.1,44.36,2025,127184,25,16,34,0.471,19,39,0.487,6,26,0.231,0,0,NA,15,23,0.6522,4,16,0.25,-0.394854,1.509,81.0783,101.52,98.5274,67.1972,-3.87108,1.72125,-2.14982,4.2,15.2,10.6,23.1,2.6,1.2,52.3,4.6,NA,NA,65,0.384615384615385
"Terrence Hill Jr.","Combo G","Fr",6,"6-3","VCU","A10",22,9.3,6.2435,3.3913,0.087,0.4783,0.5652,0.3043,0.652199958548974,0.4665747,0.2174,0,24.6,103.1,51,57.22,2025,127185,20,13,13,1,11,21,0.524,9,27,0.333,0,0,NA,8,10,0.8,3,11,0.2727,0.372065,0.674675,108.368,99.262,98.0717,19.5137,-1.27522,-0.0268058,-1.30202,1.8,8,9.5,23.2,0,2.4,27.1,3.5,NA,NA,48,0.416666666666667
"Jermaine Washington","Combo G","Fr",13,"6-0","San Jose St.","MWC",32,47.2,20.0382,4.3824,0.2353,1.3529,1.5882,0.9706,0.9706,1,0.5294,0.0294,13,93.7,50.9,53.42,2025,127186,46,19,26,0.731,22,43,0.512,24,71,0.338,1,1,1,17,25,0.68,5,18,0.2778,-0.210274,1.39295,86.6781,112.932,111.237,86.8999,-3.84232,-0.652102,-4.49442,1.1,7.2,7.8,23.5,0,1.5,22.8,3.5,NA,NA,114,0.403508771929825
"Cardell Bailey","Wing G","Jr",5,"6-6","Maryland Eastern Shore","MEAC",26,52.5,21.875,8.4286,0.8929,2.5,3.3929,1.0714,0.96429993166017,1.1110651,0.8929,0.1786,20.8,100.8,47.2,50.11,2025,127189,73,30,39,0.769,35,84,0.417,38,111,0.342,10,11,0.9091,27,52,0.5192,8,32,0.25,0.739565,1.06504,99.5593,115.904,117.695,96.4543,-0.264809,-1.67653,-1.94134,4.2,14,11.8,13,1,2.4,20,4,NA,NA,195,0.374358974358974
"Jose Cuello","Combo G","Jr",10,"6-1","Maryland Eastern Shore","MEAC",26,31.6,13.9759,2.931,0.2414,1.2069,1.4483,1.069,1.069,1,0.3448,0,15.3,66.5,32.9,34.79,2025,127190,17,7,13,0.538,5,25,0.2,12,45,0.267,0,0,NA,2,8,0.25,3,17,0.1765,-1.32802,0.452118,60.6584,119.406,121.865,48.9282,-8.6639,-3.31329,-11.9772,1.9,11.4,12.4,28.1,0,1.4,18.6,5.2,NA,NA,70,0.242857142857143
"Kyrell Shaw","Wing G","Fr",4,"6-4","Maryland Eastern Shore","MEAC",26,44.4,19.2967,6.7,0.4,2.0667,2.4667,1.3667,0.999999963415528,1.36670005,0.6,0.0333,18.7,95.3,47.9,49.51,2025,127191,52,14,20,0.7,18,34,0.529,34,110,0.309,3,4,0.75,12,17,0.7059,6,17,0.3529,0.117305,0.698043,91.6114,118.513,120.876,71.9958,-0.653308,-2.6936,-3.34691,2.1,12.2,14.7,17.7,0.2,1.9,13.9,1.2,NA,NA,144,0.361111111111111
"Maurice Vassel","C","Fr",22,"6-9","Maryland Eastern Shore","MEAC",25,31.4,15.0621,2.7931,1.1379,1.4828,2.6207,0.4138,0.79309999173934,0.5217501,0.1724,0.3793,13,86.2,46.7,48.03,2025,127192,21,14,28,0.5,21,45,0.467,0,0,0,7,8,0.875,16,28,0.5714,5,17,0.2941,-0.639296,0.506266,76.1845,119.49,121.013,48.293,-6.0651,-1.99979,-8.0649,7.8,10.1,6.1,26.8,3,0.9,62.2,6,NA,NA,45,0.466666666666667
"Ralph Martino Jr.","Wing G","Fr",1,"6-6","Maryland Eastern Shore","MEAC",24,26.6,12.637,1.7037,0.5185,1.6296,2.1481,0.4815,0.4815,1,0.4815,0.0741,11.2,68.7,29.8,31.2,2025,127193,13,4,9,0.444,11,32,0.344,2,15,0.133,2,2,1,5,14,0.3571,6,18,0.3333,-1.28832,0.54051,58.7426,117.393,118.758,45.5731,-6.225,-1.54434,-7.76934,3.8,14,6.9,20,0.4,1.9,19.1,3.9,NA,NA,47,0.276595744680851
"Bryce Dortch","C","Fr",8,"6-9","Rutgers","B10",12,6,6.5167,1.0833,0.4167,0.75,1.1667,0.25,0.0833000019482204,3.00120041,0.3333,0.5,8.4,131,71.4,62.95,2025,127194,5,3,7,0.429,5,7,0.714,0,0,0,2,2,1,5,7,0.7143,0,0,NA,0.656559,0.819182,119.721,103.934,94.4207,17.1729,-1.60039,4.37079,2.7704,7.2,13.2,6.4,8.8,8.2,2.9,100,9.2,57.4,NA,7,0.714285714285714
"Mitch Mascari","Combo G","Sr",22,"6-5","Drake","MVC",33,96.9,38.5457,9.4286,0.1429,2.0857,2.2286,1.3143,1.05710010296411,1.24330704,1.4,0.0286,11.9,117.5,56.3,59.18,2025,127195,94,45,55,0.818,12,37,0.324,82,203,0.404,0,0,NA,5,11,0.4545,7,26,0.2692,1.97638,4.04168,104.472,103.513,101.733,173.473,-0.315075,1.43794,1.12286,0.5,7.9,6.2,14.6,0.1,2.4,22.9,2,NA,NA,240,0.391666666666667
"Jakob Blakley","Wing G","Fr",10,"6-0","Le Moyne","NEC",22,17.4,10.7292,2.9167,0.2917,1.0833,1.375,0.5,0.5,1,0.3333,0,15.6,64.6,22.2,28.25,2025,127196,10,10,13,0.769,6,21,0.286,4,33,0.121,0,0,NA,5,16,0.3125,1,5,0.2,-0.993117,0.207639,59.5631,119.788,125.462,28.7472,-8.58668,-5.11071,-13.6974,2.3,11.1,6.7,13.9,0,0.8,24.1,4.3,NA,NA,54,0.185185185185185
"Darrion Sutton","Wing F","Fr",10,"6-8","Georgia Tech","ACC",18,15.6,11.9722,1.3333,0.2778,1.2778,1.5556,0.5556,0.2778,2,0.2778,0.2778,9.1,85.1,28.6,35.61,2025,127199,7,8,12,0.667,5,19,0.263,2,9,0.222,0,1,0,4,8,0.5,1,11,0.0909,-0.670032,1.20008,73.2027,106.033,102.09,36.6321,-5.0817,2.32635,-2.75535,2.6,11.8,7.5,14.7,2.6,1.3,42.9,4.1,80,NA,28,0.25
"Will Eggemeier","PF/C","Fr",21,"6-3","Boston College","ACC",1,0.1,1.1,0,0,0,0,0,NA,0,0,0,0,0,0,0,2025,127200,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366248,0.00964973,-6.17265,120.784,129.251,0.0956431,-7.09184,-2.68566,-9.7775,0,0,0,0,0,0,0,0,NA,NA,0,NA
"Jaeden Mustaf","Wing G","Fr",3,"6-5","Georgia Tech","ACC",26,46,24.4,8.2692,0.8077,2.3077,3.1154,1.5769,1.34619998537099,1.17137128,0.8846,0.1154,20.1,97.1,42.3,48.23,2025,127201,72,60,84,0.714,61,151,0.404,11,32,0.344,9,12,0.75,41,87,0.4713,20,64,0.3125,0.821713,2.50336,99.5309,105.99,102.07,108.047,-2.82428,1.4377,-1.38658,3.7,10.5,12,15.9,0.5,2.1,45.9,3.9,88.4,NA,183,0.39344262295082
"Doryan Onwuchekwa","PF/C","Fr",45,"6-11","Georgia Tech","ACC",10,13.2,18.17,3.5,1.8,3.1,4.9,0.8,0.4,2,0.4,0.6,15.2,90.5,36.7,35.18,2025,127202,15,2,10,0.2,12,27,0.444,3,18,0.167,0,0,NA,8,13,0.6154,4,14,0.2857,-0.297396,1.90554,85.0623,102.309,101.556,36.0387,-4.11082,1.74168,-2.36913,11.2,18.9,7.7,8.4,3.7,1.3,22.2,7,75.8,NA,45,0.333333333333333
"Jameel Rideout","Combo G","Jr",13,"6-2","Elon","CAA",6,3.9,9.8429,2.8571,0.7143,0.2857,1,0.7143,1.00000002799944,0.71429998,1.1429,0,18.5,69.8,38.5,38.46,2025,127203,4,0,0,0,2,6,0.333,2,7,0.286,1,1,1,2,4,0.5,0,2,0,-0.651481,0.678743,66.7428,103.431,107.779,9.9681,-5.70192,0.976497,-4.72542,7.5,4.2,4,33.8,0,6.2,0,3.3,NA,NA,13,0.307692307692308
"Triston Wilson","Wing G","Fr",7,"6-6","Presbyterian","BSth",27,20.3,9.89,2.5,0.3,1.2,1.5,0.7,0.500000007142857,1.39999998,0.4,0,13.5,105.9,50,58,2025,127204,17,16,18,0.889,13,25,0.52,4,13,0.308,2,2,1,12,21,0.5714,1,4,0.25,0.104178,0.668689,93.116,110.133,110.361,39.6401,-5.0368,-0.815418,-5.85221,3.9,14.9,10.1,23.8,0,2,47.4,5.8,NA,NA,38,0.447368421052632
"Caleb Crawford","Combo G","Fr",4,"5-10","Maine","AE",7,2,3.7429,0.4286,0,0.2857,0.2857,0.4286,0.571399972861834,0.75008754,0.2857,0,23.9,42.1,16.7,21.58,2025,127207,1,1,2,0.5,1,4,0.25,0,2,0,0,0,NA,1,2,0.5,0,2,0,-0.638971,0.364553,40.5811,99.4367,103.71,4.98361,-13.6457,-2.66284,-16.3085,0,9.4,19.2,38.6,0,4.6,33.3,1.5,NA,NA,6,0.166666666666667
"Preston Squire","Stretch 4","So",13,"6-11","Bowling Green","MAC",16,9.4,7.9611,1.6111,0.5,0.6667,1.1667,0.2222,0.4444,0.5,0.1667,0.1667,13.3,91.5,44.4,48.17,2025,127215,7,5,8,0.625,5,6,0.833,2,12,0.167,1,1,1,5,6,0.8333,0,0,NA,-0.214183,0.41003,80.985,112.987,114.944,15.9897,-5.58957,-1.94495,-7.53452,7.1,8.4,4.8,23,1.1,1,44.4,4.6,NA,NA,18,0.388888888888889
"Sharron Young","Scoring PG","Fr",3,"6-0","Akron","MAC",33,39.2,16.0114,7.4286,0.5429,1.3143,1.8571,1.6857,1.22859997960278,1.37204951,1,0,21.9,112.9,57.9,60.38,2025,127216,86,31,38,0.816,45,83,0.542,41,101,0.406,0,0,NA,30,54,0.5556,15,29,0.5172,1.29402,1.36376,113.576,105.483,106.7,96.882,1.25088,0.901746,2.15262,3.9,7.7,16.9,20.1,0,3.5,20.7,5,NA,NA,184,0.467391304347826
"Trevor Baskin","Wing F","Sr",6,"6-9","Colorado","B12",35,48.3,19.4457,7.0286,1.6,3.2,4.8,1.8,1.82860009173274,0.98435957,0.9429,0.7429,22.8,101.5,52.1,56.37,2025,127218,83,74,112,0.661,77,140,0.55,6,25,0.24,12,12,1,73,122,0.5984,4,18,0.2222,1.50249,2.5161,112.205,100.338,94.2244,145.458,1.04433,3.36742,4.41175,10.2,18.6,19.3,24.2,4.4,2.8,67.9,4.2,NA,NA,165,0.503030303030303
"Roee Oselka","C","Fr",31,"6-10","Green Bay","Horz",28,17.7,7.7793,1.5172,0.1034,1.1379,1.2414,0.3448,0.620700014242977,0.55550184,0.1379,0.4483,14.1,79.6,57.6,55.49,2025,127221,19,6,14,0.429,19,31,0.613,0,2,0,1,2,0.5,10,14,0.7143,9,17,0.5294,-0.482933,0.471908,72.0113,113.56,114.417,40.836,-6.76372,0.907278,-5.85644,1.7,16.8,9.3,33.6,6.5,0.8,42.4,6.2,NA,NA,33,0.575757575757576
"Ben Tweedy","Combo G","Fr",6,"6-2","Green Bay","Horz",31,48.9,19.2906,5.3438,0.5625,2.0312,2.5938,2.2188,1.62499994598713,1.36541543,0.375,0,19.8,96.3,44.6,52.83,2025,127222,55,55,67,0.821,49,104,0.471,6,26,0.231,0,0,NA,35,67,0.5224,14,37,0.3784,0.330192,0.874402,94.644,118.05,118.896,91.6263,-4.28802,-2.64204,-6.93005,3.7,12.2,23.7,24,0,1.1,51.5,4.7,NA,NA,130,0.423076923076923
"Bernie Blunt","Combo G","Sr",4,"6-0","Mercyhurst","NEC",25,59.1,26.3667,12.4815,0.4815,1.5926,2.0741,1.5185,1.29630007616371,1.17141087,1.7037,0.037,24.9,106.3,48.5,55.75,2025,127223,94,81,88,0.92,51,122,0.418,43,116,0.371,0,0,NA,34,72,0.4722,17,50,0.34,1.66601,1.33545,107.949,109.372,117.214,111.078,0.752747,-1.28954,-0.536789,2.1,8.3,13.2,12.3,0.2,3.5,37,2.4,NA,NA,238,0.394957983193277
"George Tupy","Wing F","So",42,"6-6","Loyola Marymount","WCC",4,0.4,1.74,0.4,0,0.4,0.4,0,NA,0,0,0,6.8,200,100,100,2025,127224,1,0,0,0,1,1,1,0,0,0,0,0,NA,1,1,1,0,0,NA,0.296536,0.128671,158.145,97.4819,102.114,1.20098,3.49742,0.862476,4.35989,0,43.7,0,0,0,0,0,0,NA,NA,1,1
"Elijah Lewis","Wing G","Jr",13,"6-5","Marist","MAAC",30,75.8,30.6967,11.5667,1,4.0333,5.0333,2,1.63329994133268,1.22451483,0.7333,0.3667,22.1,103.8,45.1,51.6,2025,127226,115,91,110,0.827,89,190,0.468,26,94,0.277,4,5,0.8,51,81,0.6296,38,109,0.3486,1.31622,2.64181,102.29,100.378,106.668,155.434,-1.626,-0.569131,-2.19514,3.9,15.5,13.2,15.1,1.4,1.5,38.7,2.3,NA,NA,284,0.404929577464789
"Afan Trnka","Scoring PG","So",4,"6-2","Tennessee Martin","OVC",30,62.4,25.2606,8.2727,0.4848,1.3939,1.8788,2.9394,2.48480012663909,1.18295229,1.0909,0.2727,21.6,89.4,45.1,47.46,2025,127228,87,30,42,0.714,49,104,0.471,38,131,0.29,1,1,1,43,84,0.5119,6,20,0.3,-0.0664899,1.36458,89.0115,110.201,116.024,117.767,-3.97848,-1.82229,-5.80078,1.7,5.8,22.7,27,1.6,2.4,17.9,3.5,NA,NA,235,0.370212765957447
"Tarence Guinyard","Combo G","Jr",1,"6-2","Tennessee Martin","OVC",29,68,28.2219,16.2812,1.0312,3.625,4.6562,2.25,1.81250000050347,1.24137931,1.3438,0.1875,27.3,110,48.9,54.84,2025,127229,141,132,178,0.742,97,191,0.508,44,142,0.31,4,6,0.6667,78,144,0.5417,19,47,0.4043,2.65719,1.95613,117.007,106.239,111.735,152.621,2.18305,-0.813012,1.37003,3.6,14.4,16.6,14.3,0.8,2.7,53.5,3.2,NA,NA,333,0.423423423423423
"Sheldon Williams","C","Jr",6,"6-8","Texas A&M Corpus Chris","Slnd",15,18.8,16.1263,6.4737,1.9474,2.5789,4.5263,1.0526,0.684199970161965,1.53843912,0.6316,0.3684,19.4,96.1,50.8,49.51,2025,127231,30,13,31,0.419,30,54,0.556,0,5,0,4,4,1,27,43,0.6279,3,11,0.2727,0.292859,1.45402,95.3832,102.864,103.955,41.7923,-4.30891,-1.04015,-5.34907,9.5,14.3,4.1,16.1,3,2.1,52.5,5.8,NA,NA,59,0.508474576271186
"Jeremiah Johnson","Wing G","Fr",3,"6-3","Green Bay","Horz",29,51.9,22.7667,10.4667,0.6333,3.8667,4.5,1.2,1.36669999250707,0.87802737,0.4,0.2,22.5,108.8,53.8,60.64,2025,127232,95,93,117,0.795,85,140,0.607,10,46,0.217,9,9,1,72,113,0.6372,13,27,0.4815,1.54757,1.16445,109.874,115.62,116.659,109.482,0.0890415,-1.99,-1.90096,3.1,18.7,12.6,15.5,1,1,62.9,3.3,NA,NA,186,0.510752688172043
"Layne Taylor","Scoring PG","Fr",32,"5-11","Central Arkansas","ASun",18,51.1,35.48,17.4,0.55,3,3.55,3.65,1.64999993445206,2.2121213,1.85,0.15,24.8,107.7,48.6,51.92,2025,127233,109,41,45,0.911,53,112,0.473,56,170,0.329,0,0,NA,19,33,0.5758,34,79,0.4304,2.53365,1.83814,110.746,115.487,116.568,109.692,2.41065,-1.12247,1.28818,1.2,10.2,24.1,10.7,0.6,2.9,16,1.9,NA,NA,282,0.386524822695035
"Labaron Philon","Scoring PG","Fr",0,"6-4","Alabama","SEC",37,61.3,24.7027,10.5946,0.8649,2.4324,3.2973,3.7838,1.72970001855274,2.18754695,1.3514,0.3243,21.4,114.8,51.4,54.94,2025,127235,142,69,90,0.767,103,190,0.542,39,124,0.315,5,5,1,79,136,0.5809,24,54,0.4444,3.08015,3.07359,125.955,106.182,95.6801,178.02,4.02582,3.26637,7.2922,3.8,9.3,24.9,17.2,1.2,2.9,28.7,2.7,93.2,NA,314,0.452229299363057
"Gavin Paull","Wing G","Fr",24,"5-11","Tennessee","SEC",6,0.4,0.9833,0,0,0.3333,0.3333,0,NA,0,0,0,6.5,0,0,0,2025,127236,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,1,0,0,0,NA,-0.316979,0.138723,-3.11742,92.0555,91.1238,1.30702,-12.8186,-0.845677,-13.6642,0,38,0,0,0,0,0,0,NA,NA,1,0
"Campbell Duncan","Wing G","Fr",21,"6-6","Tennessee","SEC",6,0.4,0.9833,0.3333,0,0,0,0,NA,0,0,0,5.6,200,100,100,2025,127237,1,0,0,0,1,1,1,0,0,0,0,0,NA,1,1,1,0,0,NA,0.252834,0.0736835,163.877,111.311,110.185,0.490221,1.38932,0.370786,1.7601,0,0,0,0,0,0,0,0,NA,NA,1,1
